k_id	gene_id	Path
K01114	OCG08789	ko00562
K01114	OCG08789	ko02024
K01114	OCG08231	ko01100
K01114	OCG08231	ko00564
K01114	OCG08231	ko04919
K01114	OCG08231	ko00565
K01114	OCG08231	ko01110
K01114	OCG08231	ko00562
K01114	OCG08231	ko02024
K01114	UNI3126	ko01100
K01114	UNI3126	ko00564
K01114	UNI3126	ko04919
K01114	UNI3126	ko00565
K01114	UNI3126	ko01110
K01114	UNI3126	ko00562
K01114	UNI3126	ko02024
K01114	OCG09509	ko01100
K01114	OCG09509	ko00564
K01114	OCG09509	ko04919
K01114	OCG09509	ko00565
K01114	OCG09509	ko01110
K01114	OCG09509	ko00562
K01114	OCG09509	ko02024
K01114	UNI6244	ko01100
K01114	UNI6244	ko00564
K01114	UNI6244	ko04919
K01114	UNI6244	ko00565
K01114	UNI6244	ko01110
K01114	UNI6244	ko00562
K01114	UNI6244	ko02024
K01114	OCG09520	ko01100
K01114	OCG09520	ko00564
K01114	OCG09520	ko04919
K01114	OCG09520	ko00565
K01114	OCG09520	ko01110
K01114	OCG09520	ko00562
K01114	OCG09520	ko02024
K01114	UNI1035	ko01100
K01114	UNI1035	ko00564
K01114	UNI1035	ko04919
K01114	UNI1035	ko00565
K01114	UNI1035	ko01110
K01114	UNI1035	ko00562
K01114	UNI1035	ko02024
K01114	OCG06277	ko01100
K01114	OCG06277	ko00564
K01114	OCG06277	ko04919
K01114	OCG06277	ko00565
K01114	OCG06277	ko01110
K01114	OCG06277	ko00562
K01114	OCG06277	ko02024
K01114	OCG09697	ko01100
K01114	OCG09697	ko00564
K01114	OCG09697	ko04919
K01114	OCG09697	ko00565
K01114	OCG09697	ko01110
K01114	OCG09697	ko00562
K01114	OCG09697	ko02024
K01115	OCG00746	ko01100
K01115	OCG00746	ko04024
K01115	OCG00746	ko05212
K01115	OCG00746	ko04071
K01115	OCG00746	ko04014
K01115	OCG00746	ko04666
K01115	OCG00746	ko04912
K01115	OCG00746	ko05208
K01115	OCG00746	ko05231
K01115	OCG00746	ko00564
K01115	OCG00746	ko05200
K01115	OCG00746	ko01110
K01115	OCG00746	ko00565
K01115	OCG00746	ko04144
K01115	OCG00746	ko04724
K01115	OCG00746	ko04072
K01115	OCG00746	ko04928
K01115	UNI1312	ko01100
K01115	UNI1312	ko04024
K01115	UNI1312	ko05212
K01115	UNI1312	ko04071
K01115	UNI1312	ko04014
K01115	UNI1312	ko04666
K01115	UNI1312	ko04912
K01115	UNI1312	ko05208
K01115	UNI1312	ko05231
K01115	UNI1312	ko00564
K01115	UNI1312	ko05200
K01115	UNI1312	ko01110
K01115	UNI1312	ko00565
K01115	UNI1312	ko04144
K01115	UNI1312	ko04724
K01115	UNI1312	ko04072
K01115	UNI1312	ko04928
K01120	OCG03079	ko00230
K01120	OCG03079	ko01100
K01126	OCG07140	ko00564
K01142	OCG07018	ko03410
K01151	OCG03493	ko03410
K01164	OCG06901	ko03008
K01164	OCG01807	ko03008
K01173	OCG01482	ko04210
K01178	UNI3473	ko00500
K01178	UNI3473	ko01100
K01178	OCG01500	ko00500
K01178	OCG01500	ko01100
K01178	OCG03814	ko00500
K01178	OCG03814	ko01100
K01183	OCG00328	ko01100
K01183	OCG00328	ko00520
K01191	OCG02222	ko00511
K01192	OCG06590	ko04142
K01192	OCG06590	ko00511
K01194	UNI5046	ko01110
K01194	UNI5046	ko00500
K01194	UNI5046	ko01100
K01194	OCG01127	ko01110
K01194	OCG01127	ko00500
K01194	OCG01127	ko01100
K01196	OCG03737	ko00500
K01196	OCG03737	ko01100
K01196	OCG03737	ko01110
K01196	UNI2013	ko00500
K01196	UNI2013	ko01100
K01196	UNI2013	ko01110
K01207	OCG02931	ko01100
K01207	OCG02931	ko01501
K01207	OCG02931	ko00520
K01207	OCG02931	ko00531
K01210	OCG02689	ko00500
K01210	OCG02689	ko01100
K01210	OCG04438	ko00500
K01210	OCG04438	ko01100
K01210	OCG05712	ko00500
K01210	OCG05712	ko01100
K01210	OCG08041	ko00500
K01210	OCG08041	ko01100
K01210	OCG00723	ko00500
K01210	OCG00723	ko01100
K01210	OCG09270	ko00500
K01210	OCG09270	ko01100
K01210	OCG06850	ko00500
K01210	OCG06850	ko01100
K01227	OCG06962	ko00511
K01228	UNI1415	ko04141
K01228	UNI1415	ko01100
K01228	UNI1415	ko00510
K01228	OCG01274	ko04141
K01228	OCG01274	ko01100
K01228	OCG01274	ko00510
K01239	OCG02143	ko00230
K01239	OCG02143	ko01100
K01239	OCG02143	ko00760
K01239	UNI0789	ko00230
K01239	UNI0789	ko01100
K01239	UNI0789	ko00760
K01239	OCG07330	ko00230
K01239	OCG07330	ko01100
K01239	OCG07330	ko00760
K01240	OCG02143	ko01100
K01240	OCG02143	ko00760
K01240	OCG02143	ko00240
K01247	OCG03919	ko03410
K01247	OCG08543	ko03410
K01251	OCG00756	ko00270
K01251	OCG00756	ko01100
K01251	UNI5652	ko00270
K01251	UNI5652	ko01100
K01251	UNI0626	ko00270
K01251	UNI0626	ko01100
K01254	OCG01132	ko00590
K01254	OCG01132	ko01100
K01255	OCG07362	ko01100
K01255	OCG07362	ko00480
K01259	OCG08998	ko00330
K01259	OCG08998	ko01100
K01279	OCG07783	ko04142
K01279	UNI3102	ko04142
K01322	OCG07695	ko04614
K01336	OCG02410	ko04138
K01336	UNI3335	ko04138
K01336	OCG10948	ko04138
K01336	OCG10781	ko04138
K01336	OCG04426	ko04138
K01336	OCG00224	ko04138
K01381	OCG00530	ko04138
K01392	OCG03224	ko04614
K01392	OCG03224	ko05143
K01408	OCG00888	ko05010
K01424	OCG02948	ko00250
K01424	OCG02948	ko00460
K01424	OCG02948	ko01100
K01424	OCG02948	ko01110
K01426	UNI6471	ko01120
K01426	UNI6471	ko00643
K01426	UNI6471	ko00330
K01426	UNI6471	ko01100
K01426	UNI6471	ko00380
K01426	UNI6471	ko00627
K01426	UNI6471	ko00360
K01426	OCG04074	ko01120
K01426	OCG04074	ko00643
K01426	OCG04074	ko00330
K01426	OCG04074	ko01100
K01426	OCG04074	ko00380
K01426	OCG04074	ko00627
K01426	OCG04074	ko00360
K01426	OCG04466	ko01120
K01426	OCG04466	ko00643
K01426	OCG04466	ko00330
K01426	OCG04466	ko01100
K01426	OCG04466	ko00380
K01426	OCG04466	ko00627
K01426	OCG04466	ko00360
K01427	OCG09020	ko00220
K01427	OCG09020	ko00230
K01427	OCG09020	ko00791
K01427	OCG09020	ko01100
K01427	OCG09020	ko01120
K01428	OCG09020	ko01120
K01428	OCG09020	ko01100
K01428	OCG09020	ko00791
K01428	OCG09020	ko05120
K01428	OCG09020	ko00230
K01428	OCG09020	ko00220
K01438	OCG04725	ko00220
K01438	OCG04725	ko01100
K01438	OCG04725	ko01110
K01438	OCG04725	ko01230
K01438	OCG04725	ko01210
K01440	OCG00741	ko01240
K01440	OCG00741	ko04213
K01440	OCG00741	ko00760
K01440	OCG00741	ko01100
K01443	OCG03704	ko01100
K01443	OCG03704	ko00520
K01452	OCG02324	ko00520
K01452	OCG02324	ko01100
K01455	UNI6398	ko01100
K01455	UNI6398	ko01200
K01455	UNI6398	ko00630
K01455	UNI6398	ko00460
K01455	UNI6398	ko00910
K01455	OCG04841	ko01100
K01455	OCG04841	ko01200
K01455	OCG04841	ko00630
K01455	OCG04841	ko00460
K01455	OCG04841	ko00910
K01455	OCG03717	ko01100
K01455	OCG03717	ko01200
K01455	OCG03717	ko00630
K01455	OCG03717	ko00460
K01455	OCG03717	ko00910
K01456	OCG02853	ko04141
K01457	UNI6251	ko00220
K01457	UNI6251	ko01100
K01457	UNI6251	ko00791
K01457	UNI6251	ko01120
K01457	OCG03732	ko00220
K01457	OCG03732	ko01100
K01457	OCG03732	ko00791
K01457	OCG03732	ko01120
K01466	OCG03485	ko01120
K01466	OCG03485	ko00230
K01466	OCG03485	ko01100
K01469	OCG08444	ko01100
K01469	OCG08444	ko00480
K01469	OCG00772	ko01100
K01469	OCG00772	ko00480
K01476	UNI2596	ko01100
K01476	UNI2596	ko05146
K01476	UNI2596	ko01110
K01476	UNI2596	ko00330
K01476	UNI2596	ko01230
K01476	UNI2596	ko00220
K01476	OCG00210	ko01100
K01476	OCG00210	ko05146
K01476	OCG00210	ko01110
K01476	OCG00210	ko00330
K01476	OCG00210	ko01230
K01476	OCG00210	ko00220
K01477	OCG01471	ko01120
K01477	OCG01471	ko01100
K01477	OCG01471	ko00230
K01480	OCG01667	ko01100
K01480	OCG01667	ko00330
K01480	UNI6268	ko01100
K01480	UNI6268	ko00330
K01480	OCG09773	ko01100
K01480	OCG09773	ko00330
K01480	OCG01649	ko01100
K01480	OCG01649	ko00330
K01483	OCG01471	ko00230
K01483	OCG01471	ko01100
K01483	OCG03566	ko00230
K01483	OCG03566	ko01100
K01483	UNI1147	ko00230
K01483	UNI1147	ko01100
K01485	OCG09518	ko00240
K01485	OCG09518	ko01100
K01485	OCG09518	ko00330
K01487	OCG01822	ko00230
K01487	OCG01822	ko01100
K01487	OCG05204	ko00230
K01487	OCG05204	ko01100
K01488	OCG02167	ko01100
K01488	OCG02167	ko00230
K01488	OCG02167	ko05340
K01489	OCG01372	ko00983
K01489	OCG01372	ko01100
K01489	OCG01372	ko00240
K01490	OCG01177	ko00230
K01490	OCG01177	ko01110
K01490	OCG01177	ko01100
K01490	UNI3579	ko00230
K01490	UNI3579	ko01110
K01490	UNI3579	ko01100
K01493	OCG00414	ko01100
K01493	OCG00414	ko00240
K01493	OCG01674	ko01100
K01493	OCG01674	ko00240
K01495	OCG00926	ko00790
K01495	OCG00926	ko01100
K01495	OCG00926	ko01240
K01497	OCG00717	ko01100
K01497	OCG00717	ko02024
K01497	OCG00717	ko01240
K01497	OCG00717	ko00740
K01497	OCG00717	ko01110
K01497	OCG00717	ko00790
K01507	OCG00431	ko00190
K01507	OCG03368	ko00190
K01512	OCG08487	ko00620
K01512	OCG08487	ko01120
K01512	OCG08487	ko00627
K01512	OCG08487	ko01100
K01514	OCG02672	ko01100
K01514	OCG02672	ko00230
K01514	OCG07396	ko01100
K01514	OCG07396	ko00230
K01519	OCG00590	ko00983
K01519	OCG00590	ko00230
K01519	OCG00590	ko01100
K01520	OCG08829	ko00983
K01520	OCG08829	ko01100
K01520	OCG08829	ko00240
K01520	OCG06474	ko00983
K01520	OCG06474	ko01100
K01520	OCG06474	ko00240
K01527	OCG00536	ko04214
K01535	OCG00260	ko01100
K01535	OCG00260	ko00190
K01549	OCG07172	ko01100
K01549	OCG07172	ko00190
K01549	OCG03949	ko01100
K01549	OCG03949	ko00190
K01549	OCG02736	ko01100
K01549	OCG02736	ko00190
K01556	OCG01729	ko01240
K01556	OCG01729	ko00380
K01556	OCG01729	ko01100
K01557	OCG00207	ko01100
K01557	OCG00207	ko00350
K01557	OCG00207	ko01120
K01568	OCG04467	ko00010
K01568	OCG04467	ko01110
K01568	OCG04467	ko01100
K01580	OCG00828	ko00250
K01580	OCG00828	ko04940
K01580	OCG00828	ko00410
K01580	OCG00828	ko01100
K01580	OCG00828	ko01120
K01580	OCG00828	ko02024
K01580	OCG00828	ko01110
K01580	OCG00828	ko00430
K01580	OCG00828	ko00650
K01580	OCG00828	ko04727
K01581	OCG00652	ko00480
K01581	OCG00652	ko01100
K01581	OCG00652	ko01110
K01581	OCG00652	ko00330
K01588	OCG00872	ko01110
K01588	OCG00872	ko01100
K01588	OCG00872	ko00230
K01589	OCG00872	ko01100
K01589	OCG00872	ko01110
K01589	OCG00872	ko00230
K01591	OCG08869	ko01240
K01591	OCG08869	ko00240
K01591	OCG08869	ko01100
K01593	OCG07431	ko00360
K01593	OCG07431	ko01110
K01593	OCG07431	ko01100
K01593	OCG07431	ko04728
K01593	OCG07431	ko00380
K01593	OCG07431	ko04361
K01593	OCG07431	ko04726
K01593	OCG07431	ko05030
K01593	OCG07431	ko05031
K01593	OCG07431	ko00965
K01593	OCG07431	ko05034
K01593	OCG07431	ko00350
K01593	OCG07431	ko00901
K01593	OCG07431	ko00950
K01597	OCG00752	ko00900
K01597	OCG00752	ko01110
K01597	OCG00752	ko01100
K01598	OCG07890	ko00770
K01598	OCG07890	ko01100
K01598	OCG07890	ko01240
K01598	OCG05272	ko00770
K01598	OCG05272	ko01100
K01598	OCG05272	ko01240
K01598	OCG01806	ko00770
K01598	OCG01806	ko01100
K01598	OCG01806	ko01240
K01598	OCG05271	ko00770
K01598	OCG05271	ko01100
K01598	OCG05271	ko01240
K01599	OCG00985	ko01100
K01599	OCG00985	ko00860
K01599	OCG00985	ko01110
K01599	OCG00985	ko01240
K01599	OCG02118	ko01100
K01599	OCG02118	ko00860
K01599	OCG02118	ko01110
K01599	OCG02118	ko01240
K01607	OCG02359	ko00362
K01607	OCG02359	ko01100
K01607	OCG02359	ko01220
K01607	OCG02359	ko01120
K01607	OCG05597	ko00362
K01607	OCG05597	ko01100
K01607	OCG05597	ko01220
K01607	OCG05597	ko01120
K01610	OCG00573	ko00010
K01610	OCG00573	ko01200
K01610	OCG00573	ko00620
K01610	OCG00573	ko01120
K01610	OCG00573	ko00020
K01610	OCG00573	ko00710
K01610	OCG00573	ko01100
K01610	OCG00573	ko01110
K01611	OCG10647	ko01100
K01611	OCG10647	ko00270
K01611	OCG10647	ko00330
K01611	UNI4653	ko01100
K01611	UNI4653	ko00270
K01611	UNI4653	ko00330
K01611	UNI4423	ko01100
K01611	UNI4423	ko00270
K01611	UNI4423	ko00330
K01611	OCG00269	ko01100
K01611	OCG00269	ko00270
K01611	OCG00269	ko00330
K01613	UNI4399	ko01110
K01613	UNI4399	ko01100
K01613	UNI4399	ko00564
K01613	OCG00529	ko01110
K01613	OCG00529	ko01100
K01613	OCG00529	ko00564
K01613	OCG09268	ko01110
K01613	OCG09268	ko01100
K01613	OCG09268	ko00564
K01613	OCG01607	ko01110
K01613	OCG01607	ko01100
K01613	OCG01607	ko00564
K01613	OCG01178	ko01110
K01613	OCG01178	ko01100
K01613	OCG01178	ko00564
K01620	OCG01939	ko01230
K01620	OCG01939	ko01120
K01620	OCG01939	ko01100
K01620	OCG01939	ko01110
K01620	OCG01939	ko00260
K01620	OCG01415	ko01230
K01620	OCG01415	ko01120
K01620	OCG01415	ko01100
K01620	OCG01415	ko01110
K01620	OCG01415	ko00260
K01624	OCG00128	ko00030
K01624	OCG00128	ko00710
K01624	OCG00128	ko00010
K01624	OCG00128	ko01110
K01624	OCG00128	ko01230
K01624	OCG00128	ko01120
K01624	OCG00128	ko00680
K01624	OCG00128	ko00051
K01624	OCG00128	ko01200
K01624	OCG00128	ko01100
K01626	OCG01706	ko01230
K01626	OCG01706	ko00400
K01626	OCG01706	ko01100
K01626	OCG01706	ko02024
K01626	OCG01706	ko01110
K01626	OCG07752	ko01230
K01626	OCG07752	ko00400
K01626	OCG07752	ko01100
K01626	OCG07752	ko02024
K01626	OCG07752	ko01110
K01626	OCG01312	ko01230
K01626	OCG01312	ko00400
K01626	OCG01312	ko01100
K01626	OCG01312	ko02024
K01626	OCG01312	ko01110
K01626	OCG01320	ko01230
K01626	OCG01320	ko00400
K01626	OCG01320	ko01100
K01626	OCG01320	ko02024
K01626	OCG01320	ko01110
K01634	OCG01342	ko01100
K01634	OCG01342	ko00600
K01634	OCG01342	ko04071
K01637	OCG08280	ko01100
K01637	OCG08280	ko00630
K01637	OCG08280	ko01200
K01637	OCG08280	ko01120
K01637	OCG08280	ko01110
K01637	UNI2571	ko01100
K01637	UNI2571	ko00630
K01637	UNI2571	ko01200
K01637	UNI2571	ko01120
K01637	UNI2571	ko01110
K01637	OCG01277	ko01100
K01637	OCG01277	ko00630
K01637	OCG01277	ko01200
K01637	OCG01277	ko01120
K01637	OCG01277	ko01110
K01637	UNI1866	ko01100
K01637	UNI1866	ko00630
K01637	UNI1866	ko01200
K01637	UNI1866	ko01120
K01637	UNI1866	ko01110
K01638	OCG01241	ko00630
K01638	OCG01241	ko01100
K01638	OCG01241	ko01120
K01638	OCG01241	ko01110
K01638	OCG01241	ko00620
K01638	OCG01241	ko01200
K01638	OCG09646	ko00630
K01638	OCG09646	ko01100
K01638	OCG09646	ko01120
K01638	OCG09646	ko01110
K01638	OCG09646	ko00620
K01638	OCG09646	ko01200
K01638	UNI0604	ko00630
K01638	UNI0604	ko01100
K01638	UNI0604	ko01120
K01638	UNI0604	ko01110
K01638	UNI0604	ko00620
K01638	UNI0604	ko01200
K01641	OCG01474	ko00900
K01641	OCG01474	ko01100
K01641	OCG01474	ko03320
K01641	OCG01474	ko01110
K01641	OCG01474	ko00280
K01641	OCG01474	ko00650
K01644	OCG06797	ko02020
K01647	OCG00292	ko01230
K01647	OCG00292	ko01110
K01647	OCG00292	ko01100
K01647	OCG00292	ko00020
K01647	OCG00292	ko00630
K01647	OCG00292	ko01210
K01647	OCG00292	ko01120
K01647	OCG00292	ko01200
K01648	OCG07772	ko00720
K01648	OCG07772	ko00020
K01648	OCG07772	ko01120
K01648	OCG07772	ko01110
K01648	OCG07772	ko01100
K01649	OCG05746	ko01110
K01649	OCG05746	ko01230
K01649	OCG05746	ko01210
K01649	OCG05746	ko00620
K01649	OCG05746	ko01100
K01649	OCG05746	ko00290
K01649	OCG00187	ko01110
K01649	OCG00187	ko01230
K01649	OCG00187	ko01210
K01649	OCG00187	ko00620
K01649	OCG00187	ko01100
K01649	OCG00187	ko00290
K01652	OCG00623	ko01110
K01652	OCG00623	ko01230
K01652	OCG00623	ko00290
K01652	OCG00623	ko01100
K01652	OCG00623	ko00660
K01652	OCG00623	ko01210
K01652	OCG00623	ko00770
K01652	OCG00623	ko00650
K01653	UNI4288	ko00660
K01653	UNI4288	ko01110
K01653	UNI4288	ko01210
K01653	UNI4288	ko00650
K01653	UNI4288	ko00290
K01653	UNI4288	ko00770
K01653	UNI4288	ko01100
K01653	UNI4288	ko01230
K01653	OCG01187	ko00660
K01653	OCG01187	ko01110
K01653	OCG01187	ko01210
K01653	OCG01187	ko00650
K01653	OCG01187	ko00290
K01653	OCG01187	ko00770
K01653	OCG01187	ko01100
K01653	OCG01187	ko01230
K01655	OCG00039	ko00620
K01655	OCG00039	ko01100
K01655	OCG00039	ko01230
K01655	OCG00039	ko00300
K01655	OCG00039	ko01120
K01655	OCG00039	ko01110
K01655	OCG00039	ko01210
K01657	OCG03461	ko00400
K01657	OCG03461	ko01110
K01657	OCG03461	ko00405
K01657	OCG03461	ko01100
K01657	OCG03461	ko02024
K01657	OCG03461	ko01230
K01657	OCG03461	ko02025
K01657	OCG05381	ko00400
K01657	OCG05381	ko01110
K01657	OCG05381	ko00405
K01657	OCG05381	ko01100
K01657	OCG05381	ko02024
K01657	OCG05381	ko01230
K01657	OCG05381	ko02025
K01657	UNI3509	ko00400
K01657	UNI3509	ko01110
K01657	UNI3509	ko00405
K01657	UNI3509	ko01100
K01657	UNI3509	ko02024
K01657	UNI3509	ko01230
K01657	UNI3509	ko02025
K01658	OCG01321	ko00400
K01658	OCG01321	ko02025
K01658	OCG01321	ko01100
K01658	OCG01321	ko00405
K01658	OCG01321	ko01110
K01658	OCG01321	ko01230
K01658	OCG01321	ko02024
K01663	OCG01581	ko01230
K01663	OCG01581	ko00340
K01663	OCG01581	ko01110
K01663	OCG01581	ko01100
K01663	OCG00691	ko01230
K01663	OCG00691	ko00340
K01663	OCG00691	ko01110
K01663	OCG00691	ko01100
K01673	OCG02610	ko01100
K01673	OCG02610	ko00910
K01673	OCG05784	ko01100
K01673	OCG05784	ko00910
K01673	OCG06907	ko01100
K01673	OCG06907	ko00910
K01679	OCG00080	ko04934
K01679	OCG00080	ko05200
K01679	OCG00080	ko00720
K01679	OCG00080	ko01120
K01679	OCG00080	ko05211
K01679	OCG00080	ko00020
K01679	OCG00080	ko00620
K01679	OCG00080	ko01200
K01679	OCG00080	ko01100
K01679	OCG00080	ko01110
K01679	UNI2237	ko04934
K01679	UNI2237	ko05200
K01679	UNI2237	ko00720
K01679	UNI2237	ko01120
K01679	UNI2237	ko05211
K01679	UNI2237	ko00020
K01679	UNI2237	ko00620
K01679	UNI2237	ko01200
K01679	UNI2237	ko01100
K01679	UNI2237	ko01110
K01687	OCG01169	ko01210
K01687	OCG01169	ko01230
K01687	OCG01169	ko01110
K01687	OCG01169	ko00290
K01687	OCG01169	ko00770
K01687	OCG01169	ko01100
K01689	UNI6408	ko00680
K01689	UNI6408	ko00010
K01689	UNI6408	ko03018
K01689	UNI6408	ko01230
K01689	UNI6408	ko01110
K01689	UNI6408	ko01100
K01689	UNI6408	ko01200
K01689	UNI6408	ko04066
K01689	UNI6408	ko01120
K01689	OCG01503	ko00680
K01689	OCG01503	ko00010
K01689	OCG01503	ko03018
K01689	OCG01503	ko01230
K01689	OCG01503	ko01110
K01689	OCG01503	ko01100
K01689	OCG01503	ko01200
K01689	OCG01503	ko04066
K01689	OCG01503	ko01120
K01689	UNI2066	ko00680
K01689	UNI2066	ko00010
K01689	UNI2066	ko03018
K01689	UNI2066	ko01230
K01689	UNI2066	ko01110
K01689	UNI2066	ko01100
K01689	UNI2066	ko01200
K01689	UNI2066	ko04066
K01689	UNI2066	ko01120
K01693	OCG01244	ko00340
K01693	OCG01244	ko01230
K01693	OCG01244	ko01100
K01693	OCG01244	ko01110
K01694	OCG01275	ko01110
K01694	OCG01275	ko01100
K01694	OCG01275	ko00400
K01694	OCG01275	ko01230
K01694	OCG01275	ko00260
K01695	UNI1612	ko01230
K01695	UNI1612	ko01100
K01695	UNI1612	ko00400
K01695	UNI1612	ko01110
K01695	UNI1612	ko00260
K01695	OCG01275	ko01230
K01695	OCG01275	ko01100
K01695	OCG01275	ko00400
K01695	OCG01275	ko01110
K01695	OCG01275	ko00260
K01696	OCG01275	ko00400
K01696	OCG01275	ko01100
K01696	OCG01275	ko00260
K01696	OCG01275	ko01230
K01696	OCG01275	ko01110
K01697	OCG02386	ko01230
K01697	OCG02386	ko00270
K01697	OCG02386	ko00260
K01697	OCG02386	ko01110
K01697	OCG02386	ko01100
K01698	OCG01182	ko01110
K01698	OCG01182	ko00860
K01698	OCG01182	ko01120
K01698	OCG01182	ko01240
K01698	OCG01182	ko01100
K01702	OCG00789	ko01210
K01702	OCG00789	ko00290
K01702	OCG00789	ko01110
K01702	OCG00789	ko01100
K01702	OCG00789	ko01230
K01703	OCG00789	ko01110
K01703	OCG00789	ko00660
K01703	OCG00789	ko01230
K01703	OCG00789	ko00290
K01703	OCG00789	ko00966
K01703	OCG00789	ko01210
K01703	OCG00789	ko01100
K01704	OCG00789	ko01210
K01704	OCG00789	ko00660
K01704	OCG00789	ko00290
K01704	OCG00789	ko01230
K01704	OCG00789	ko01100
K01704	OCG00789	ko01110
K01705	OCG01531	ko01210
K01705	OCG01531	ko00300
K01705	OCG01531	ko01100
K01705	OCG01531	ko01120
K01705	OCG01531	ko01230
K01705	OCG01531	ko01110
K01714	OCG04690	ko01110
K01714	OCG04690	ko00300
K01714	OCG04690	ko01120
K01714	OCG04690	ko01100
K01714	OCG04690	ko00261
K01714	OCG04690	ko01230
K01719	OCG02062	ko01110
K01719	OCG02062	ko00860
K01719	OCG02062	ko01240
K01719	OCG02062	ko01100
K01719	OCG02062	ko01120
K01719	OCG07725	ko01110
K01719	OCG07725	ko00860
K01719	OCG07725	ko01240
K01719	OCG07725	ko01100
K01719	OCG07725	ko01120
K01720	OCG08433	ko00640
K01720	OCG08433	ko01100
K01720	UNI5697	ko00640
K01720	UNI5697	ko01100
K01724	OCG07765	ko01100
K01724	OCG07765	ko00790
K01724	OCG04184	ko01100
K01724	OCG04184	ko00790
K01724	OCG06878	ko01100
K01724	OCG06878	ko00790
K01725	UNI1043	ko00910
K01725	UNI1043	ko01100
K01725	OCG09205	ko00910
K01725	OCG09205	ko01100
K01733	OCG01087	ko00260
K01733	OCG01087	ko01110
K01733	OCG01087	ko01100
K01733	OCG01087	ko00750
K01733	OCG01087	ko01230
K01733	OCG01087	ko01120
K01735	UNI6482	ko00400
K01735	UNI6482	ko01230
K01735	UNI6482	ko01110
K01735	UNI6482	ko01100
K01735	OCG01590	ko00400
K01735	OCG01590	ko01230
K01735	OCG01590	ko01110
K01735	OCG01590	ko01100
K01736	OCG00568	ko00400
K01736	OCG00568	ko01230
K01736	OCG00568	ko01100
K01736	OCG00568	ko01110
K01738	OCG02386	ko00270
K01738	OCG02386	ko01230
K01738	OCG02386	ko01110
K01738	OCG02386	ko01100
K01738	OCG02386	ko01120
K01738	OCG02386	ko01200
K01738	OCG02386	ko00920
K01740	OCG00556	ko00270
K01740	OCG00556	ko01100
K01749	OCG00764	ko00860
K01749	OCG00764	ko01240
K01749	OCG00764	ko01110
K01749	OCG00764	ko01120
K01749	OCG00764	ko01100
K01752	OCG08358	ko01100
K01752	OCG08358	ko00270
K01752	OCG08358	ko01110
K01752	OCG08358	ko01200
K01752	OCG08358	ko01230
K01752	OCG08358	ko00260
K01752	UNI6070	ko01100
K01752	UNI6070	ko00270
K01752	UNI6070	ko01110
K01752	UNI6070	ko01200
K01752	UNI6070	ko01230
K01752	UNI6070	ko00260
K01754	OCG01253	ko01230
K01754	OCG01253	ko01100
K01754	OCG01253	ko01110
K01754	OCG01253	ko00260
K01754	OCG01253	ko00290
K01754	OCG01253	ko01200
K01755	UNI1488	ko00250
K01755	UNI1488	ko01230
K01755	UNI1488	ko01110
K01755	UNI1488	ko00220
K01755	UNI1488	ko01100
K01755	OCG01335	ko00250
K01755	OCG01335	ko01230
K01755	OCG01335	ko01110
K01755	OCG01335	ko00220
K01755	OCG01335	ko01100
K01756	OCG00486	ko01240
K01756	OCG00486	ko01100
K01756	OCG00486	ko00250
K01756	OCG00486	ko01110
K01756	OCG00486	ko00230
K01758	OCG02656	ko00260
K01758	OCG02656	ko01230
K01758	OCG02656	ko00450
K01758	OCG02656	ko00270
K01758	OCG02656	ko01100
K01758	OCG02656	ko01110
K01759	OCG06955	ko00620
K01759	OCG06955	ko01100
K01759	OCG02897	ko00620
K01759	OCG02897	ko01100
K01759	OCG06930	ko00620
K01759	OCG06930	ko01100
K01760	OCG08809	ko01100
K01760	OCG08809	ko00450
K01760	OCG08809	ko01230
K01760	OCG08809	ko00270
K01760	OCG08809	ko01110
K01764	OCG01114	ko01100
K01764	OCG01114	ko00860
K01764	OCG01144	ko01100
K01764	OCG01144	ko00860
K01764	OCG00483	ko01100
K01764	OCG00483	ko00860
K01771	OCG04080	ko00562
K01771	OCG04080	ko01100
K01771	OCG01447	ko00562
K01771	OCG01447	ko01100
K01771	UNI1852	ko00562
K01771	UNI1852	ko01100
K01771	UNI3592	ko00562
K01771	UNI3592	ko01100
K01772	OCG00306	ko01100
K01772	OCG00306	ko01240
K01772	OCG00306	ko00860
K01772	OCG00306	ko01110
K01783	OCG01111	ko00710
K01783	OCG01111	ko01120
K01783	OCG01111	ko01230
K01783	OCG01111	ko00030
K01783	OCG01111	ko01200
K01783	OCG01111	ko01110
K01783	OCG01111	ko01100
K01783	OCG01111	ko00040
K01784	OCG03767	ko01100
K01784	OCG03767	ko00520
K01784	OCG03767	ko00052
K01784	OCG03767	ko01250
K01784	OCG03767	ko00541
K01785	OCG08922	ko00052
K01785	OCG08922	ko01120
K01785	OCG08922	ko01100
K01785	OCG08922	ko00010
K01785	OCG08922	ko01110
K01785	OCG03767	ko00052
K01785	OCG03767	ko01120
K01785	OCG03767	ko01100
K01785	OCG03767	ko00010
K01785	OCG03767	ko01110
K01792	OCG03432	ko01110
K01792	OCG03432	ko00010
K01792	OCG03432	ko01120
K01792	OCG03432	ko01100
K01803	OCG09179	ko00051
K01803	OCG09179	ko00562
K01803	OCG09179	ko01110
K01803	OCG09179	ko01230
K01803	OCG09179	ko01100
K01803	OCG09179	ko00710
K01803	OCG09179	ko01200
K01803	OCG09179	ko00010
K01803	OCG09179	ko01120
K01803	OCG00948	ko00051
