k_id	gene_id
K22384	OCG01414
K01620	OCG01415
K12948	OCG01417
K03358	OCG01418
K00600	OCG01419
K13985	OCG01420
K03660	OCG01421
K03754	OCG01423
K11353	OCG01425
K11684	OCG01426
K24965	OCG01427
K03236	OCG01430
K22733	OCG01431
K10877	OCG01432
K12606	OCG01433
K09466	OCG01434
K00616	OCG01435
K17615	OCG01436
K17615	OCG01437
K03066	OCG01438
K23678	OCG01439
K13107	OCG01440
K06062	OCG01441
K03979	OCG01442
K08341	OCG01443
K06669	OCG01445
K10862	OCG01445
K01771	OCG01447
K00679	OCG01448
K06944	OCG01448
K04079	OCG01449
K10704	OCG01450
K00344	OCG01451
K02210	OCG01454
K03267	OCG01455
K03593	OCG01456
K03868	OCG01457
K12614	OCG01458
K06636	OCG01459
K15331	OCG01459
K11323	OCG01460
K00939	OCG01461
K12486	OCG01462
K03680	OCG01463
K03940	OCG01464
K00331	OCG01464
K11368	OCG01464
K04567	OCG01465
K18083	OCG01466
K20304	OCG01467
K08493	OCG01468
K12618	OCG01469
K01477	OCG01471
K01483	OCG01471
K08054	OCG01472
K19880	OCG01473
K01641	OCG01474
K07374	OCG01475
K19788	OCG01476
K01887	OCG01477
K05545	OCG01478
K01173	OCG01482
K03849	OCG01483
K13344	OCG01484
K00898	OCG01485
K14806	OCG01487
K01069	OCG01488
K19881	OCG01489
K11835	OCG01490
K15190	OCG01491
K14676	OCG01492
K07001	OCG01492
K02149	OCG01493
K11087	OCG01494
K00888	OCG01495
K14326	OCG01496
K18342	OCG01497
K13352	OCG01498
K19001	OCG01500
K01178	OCG01500
K12849	OCG01501
K23565	OCG01502
K01689	OCG01503
K07300	OCG01504
K00052	OCG01506
K00728	OCG01507
K14799	OCG01508
K14816	OCG01508
K14575	OCG01509
K12598	OCG01510
K02969	OCG01511
K01530	OCG01514
K10866	OCG01515
K13102	OCG01516
K01001	OCG01517
K22913	OCG01518
K02328	OCG01519
K13179	OCG01520
K00109	OCG01521
K00972	OCG01522
K01874	OCG01523
K20363	OCG01523
K15171	OCG01524
K02519	OCG01525
K22063	OCG01526
K10742	OCG01527
K06268	OCG01529
K18655	OCG01530
K01705	OCG01531
K02950	OCG01532
K02350	OCG01533
K14262	OCG01534
K09497	OCG01535
K18584	OCG01535
K02953	OCG01536
K01012	OCG01537
K00643	OCG01538
K04460	OCG01539
K18177	OCG01539
K14015	OCG01540
K13566	OCG01541
K14571	OCG01542
K12625	OCG01543
K14564	OCG01544
K01858	OCG01545
K02874	OCG01546
K08966	OCG01547
K15109	OCG01548
K18178	OCG01549
K02183	OCG01551
K13448	OCG01551
K14429	OCG01552
K18468	OCG01554
K12191	OCG01555
K02925	OCG01556
K12346	OCG01557
K02894	OCG01558
K11824	OCG01559
K00021	OCG01562
K03872	OCG01563
K14573	OCG01564
K11644	OCG01565
K07904	OCG01566
K09506	OCG01567
K07232	OCG01567
K09481	OCG01568
K11667	OCG01569
K00615	OCG01570
K13339	OCG01571
K02910	OCG01572
K14777	OCG01573
K07204	OCG01574
K15119	OCG01574
K00914	OCG01575
K00859	OCG01576
K02958	OCG01577
K17675	OCG01578
K00851	OCG01578
K15172	OCG01580
K01663	OCG01581
K05285	OCG01582
K14018	OCG01583
K01953	OCG01584
K03564	OCG01585
K02989	OCG01586
K17262	OCG01587
K14788	OCG01588
K07208	OCG01589
K13830	OCG01590
K00800	OCG01590
K01735	OCG01590
K00014	OCG01590
K08737	OCG01591
K02327	OCG01592
K15147	OCG01592
K19691	OCG01593
K05012	OCG01594
K10524	OCG01595
K14521	OCG01596
K17261	OCG01597
K23552	OCG01599
K02916	OCG01599
K14857	OCG01600
K02998	OCG01601
K06693	OCG01602
K12161	OCG01603
K17279	OCG01604
K07203	OCG01605
K18584	OCG01605
K10418	OCG01606
K13431	OCG01607
K01613	OCG01607
K00698	OCG01608
K19564	OCG01609
K17795	OCG01609
K13100	OCG01610
K00809	OCG01611
K07953	OCG01612
K02898	OCG01612
K15119	OCG01614
K02355	OCG01615
K12735	OCG01615
K06134	OCG01616
K04712	OCG01617
K04464	OCG01618
K14684	OCG01621
K15115	OCG01622
K11495	OCG01623
K00587	OCG01624
K02258	OCG01625
K18327	OCG01626
K12623	OCG01628
K02153	OCG01629
K06999	OCG01630
K01809	OCG01631
K02257	OCG01632
K02923	OCG01634
K20815	OCG01635
K16073	OCG01636
K17974	OCG01640
K02914	OCG01641
K18696	OCG01642
K23387	OCG01644
K07766	OCG01645
K20353	OCG01646
K14781	OCG01647
K01480	OCG01649
K09142	OCG01650
K00844	OCG01652
K00452	OCG01653
K14850	OCG01654
K02984	OCG01655
K11338	OCG01656
K15429	OCG01660
K10669	OCG01662
K03593	OCG01666
K01480	OCG01667
K15202	OCG01668
K09659	OCG01668
K00986	OCG01668
K06675	OCG01669
K10696	OCG01670
K11206	OCG01672
K05754	OCG01673
K01875	OCG01674
K01493	OCG01674
K04718	OCG01675
K22072	OCG01676
K10761	OCG01677
K22494	OCG01678
K18748	OCG01679
K18551	OCG01680
K12195	OCG01681
K22531	OCG01682
K01874	OCG01682
K10684	OCG01684
K00276	OCG01685
K12627	OCG01686
K00948	OCG01687
K07739	OCG01688
K18467	OCG01689
K20059	OCG01690
K12765	OCG01691
K21751	OCG01692
K14016	OCG01693
K02974	OCG01694
K12622	OCG01694
K02138	OCG01695
K05290	OCG01696
K23741	OCG01697
K02979	OCG01699
K24611	OCG01700
K00661	OCG01701
K09272	OCG01703
K23469	OCG01704
K10733	OCG01705
K01626	OCG01706
K22725	OCG01707
K07243	OCG01708
K24139	OCG01709
K11099	OCG01711
K08744	OCG01712
K14572	OCG01713
K02960	OCG01714
K08874	OCG01715
K10413	OCG01716
K06689	OCG01717
K17086	OCG01718
K14847	OCG01719
K15026	OCG01720
K11096	OCG01721
K14823	OCG01722
K00463	OCG01725
K01556	OCG01729
K03686	OCG01730
K09647	OCG01732
K14554	OCG01733
K00417	OCG01734
K00474	OCG01735
K17619	OCG01736
K07199	OCG01738
K10401	OCG01739
K16365	OCG01739
K07200	OCG01740
K05542	OCG01741
K22008	OCG01742
K01174	OCG01743
K03681	OCG01744
K03848	OCG01746
K00486	OCG01747
K03007	OCG01748
K03132	OCG01749
K14963	OCG01751
K00685	OCG01752
K21420	OCG01752
K03139	OCG01753
K12817	OCG01754
K02923	OCG01754
K04649	OCG01759
K12273	OCG01760
K10841	OCG01762
K24976	OCG01763
K14561	OCG01763
K06123	OCG01765
K20372	OCG01766
K14780	OCG01768
K10863	OCG01769
K13289	OCG01770
K02885	OCG01771
K03144	OCG01772
K08343	OCG01774
K04798	OCG01775
K02983	OCG01776
K00389	OCG01776
K23499	OCG01777
K14679	OCG01778
K07442	OCG01781
K11135	OCG01782
K12882	OCG01783
K03325	OCG01785
K18586	OCG01787
K14968	OCG01789
K20046	OCG01791
K00948	OCG01792
K11087	OCG01792
K07560	OCG01793
K00389	OCG01795
K03857	OCG01796
K11352	OCG01797
K00128	OCG01799
K02974	OCG01799
K20521	OCG01800
K17677	OCG01801
K15216	OCG01802
K08269	OCG01803
K21157	OCG01804
K01598	OCG01806
K01164	OCG01807
K02890	OCG01808
K07200	OCG01809
K11401	OCG01810
K01057	OCG01811
K15444	OCG01812
K12591	OCG01813
K12389	OCG01814
K02901	OCG01815
K15508	OCG01816
K25201	OCG01820
K02258	OCG01820
K14050	OCG01820
K11228	OCG01821
K01487	OCG01822
K19306	OCG01823
K02884	OCG01823
K03965	OCG01825
K09880	OCG01828
K21642	OCG01829
K08075	OCG01831
K08073	OCG01831
K12848	OCG01832
K03767	OCG01834
K01802	OCG01834
K12471	OCG01835
K00799	OCG01837
K14786	OCG01838
K15560	OCG01839
K02933	OCG01840
K20823	OCG01842
K11352	OCG01842
K09043	OCG01843
K06678	OCG01844
K08330	OCG01845
K07034	OCG01847
K11375	OCG01849
K15148	OCG01850
K03353	OCG01852
K22991	OCG01853
K17714	OCG01855
K19785	OCG01856
K15100	OCG01857
K20368	OCG01859
K03678	OCG01860
K07441	OCG01861
K00551	OCG01862
K02434	OCG01863
K15455	OCG01865
K11971	OCG01866
K00545	OCG01867
K08492	OCG01868
K00365	OCG01871
K09423	OCG01872
K19202	OCG01874
K16261	OCG01876
K00668	OCG01878
K08342	OCG01879
K14559	OCG01881
K20063	OCG01884
K02608	OCG01888
K08499	OCG01889
K03261	OCG01890
K07200	OCG01891
K14559	OCG01893
K13127	OCG01894
K02201	OCG01896
K11366	OCG01897
K15364	OCG01898
K18658	OCG01899
K16261	OCG01903
K02899	OCG01905
K14834	OCG01907
K15414	OCG01908
K05864	OCG01913
K15529	OCG01915
K00600	OCG01916
K23678	OCG01917
K11339	OCG01920
K12396	OCG01921
K02943	OCG01923
K15077	OCG01924
K11226	OCG01926
K22541	OCG01927
K00354	OCG01929
K23335	OCG01930
K02918	OCG01931
K02904	OCG01931
K08592	OCG01933
K23499	OCG01934
K19953	OCG01935
K20061	OCG01937
K01077	OCG01938
K01620	OCG01939
K14838	OCG01941
K01067	OCG01942
K02975	OCG01943
K17769	OCG01946
K17796	OCG01947
K02898	OCG01948
K12492	OCG01949
K07252	OCG01950
K00948	OCG01951
K19564	OCG01952
K11294	OCG01955
K22835	OCG01956
K06653	OCG01957
K24781	OCG01962
K21989	OCG01963
K09658	OCG01964
K17541	OCG01965
K01934	OCG01967
K15529	OCG01972
K11236	OCG01974
K00902	OCG01975
K16841	OCG01976
K05012	OCG01977
K22832	OCG01978
K07023	OCG01979
K17783	OCG01979
K17783	OCG01980
K18182	OCG01980
K00943	OCG01981
K10752	OCG01983
K06963	OCG01984
K03240	OCG01985
K09175	OCG01986
K08150	OCG01987
K02967	OCG01990
K03448	OCG01991
K15267	OCG01992
K06628	OCG01993
K00273	OCG01993
K14007	OCG01994
K14408	OCG01996
K20047	OCG01997
K05610	OCG02002
K15100	OCG02003
K00864	OCG02005
K21449	OCG02005
K00419	OCG02006
K11237	OCG02007
K03978	OCG02010
K24737	OCG02013
K17741	OCG02013
K22384	OCG02014
K04082	OCG02015
K10967	OCG02017
K03854	OCG02017
K05542	OCG02018
K08197	OCG02019
K07443	OCG02021
K12829	OCG02022
K12346	OCG02023
K00967	OCG02025
K06998	OCG02026
K00728	OCG02027
K06998	OCG02027
K09425	OCG02031
K09422	OCG02031
K16261	OCG02032
K19564	OCG02034
K23553	OCG02036
K03854	OCG02037
K14823	OCG02037
K12194	OCG02039
K02926	OCG02040
K13288	OCG02041
K03099	OCG02042
K11560	OCG02045
K23700	OCG02046
K11446	OCG02048
K14640	OCG02051
K17437	OCG02052
K03327	OCG02056
K06176	OCG02057
K23516	OCG02058
K01719	OCG02062
K08141	OCG02063
K08502	OCG02065
K05293	OCG02069
K13171	OCG02071
K10842	OCG02073
K06662	OCG02074
K15071	OCG02075
K00128	OCG02076
K11713	OCG02077
K09704	OCG02079
K14213	OCG02080
K09248	OCG02082
K01094	OCG02083
K18738	OCG02084
K04508	OCG02085
K06047	OCG02088
K22494	OCG02089
K12622	OCG02091
K15278	OCG02092
K04799	OCG02093
K02991	OCG02094
K02267	OCG02095
K14765	OCG02100
K03661	OCG02102
K22939	OCG02104
K05527	OCG02105
K08681	OCG02106
K02971	OCG02107
K00667	OCG02109
K11292	OCG02110
K00062	OCG02112
K18188	OCG02114
K20181	OCG02115
K20872	OCG02116
K15565	OCG02117
K01599	OCG02118
K02937	OCG02119
K20724	OCG02120
K08197	OCG02125
K17606	OCG02128
K15541	OCG02129
K01956	OCG02130
K10356	OCG02134
K15163	OCG02134
K17361	OCG02135
K15153	OCG02137
K20520	OCG02139
K01264	OCG02141
K01052	OCG02142
K01240	OCG02143
K01239	OCG02143
K22315	OCG02144
K22069	OCG02146
K22766	OCG02147
K00966	OCG02149
K15564	OCG02151
K15435	OCG02152
K14401	OCG02153
K05287	OCG02153
K16569	OCG02154
K14795	OCG02155
K00389	OCG02157
K08787	OCG02159
K17981	OCG02161
K08495	OCG02164
K04627	OCG02166
K01488	OCG02167
K00273	OCG02169
K14853	OCG02171
K22243	OCG02172
K12880	OCG02173
K17427	OCG02174
K08955	OCG02175
K06676	OCG02176
K08098	OCG02180
K14546	OCG02181
K07975	OCG02182
K03138	OCG02183
K14300	OCG02185
K14847	OCG02185
K14544	OCG02187
K14001	OCG02189
K05284	OCG02190
K11600	OCG02190
K23039	OCG02191
K03539	OCG02192
K07126	OCG02195
K12609	OCG02196
K17983	OCG02197
K14826	OCG02198
K06682	OCG02199
K02603	OCG02200
K14800	OCG02201
K05767	OCG02203
K11561	OCG02204
K02155	OCG02205
K12732	OCG02207
K03355	OCG02211
K20406	OCG02213
K16833	OCG02216
K03448	OCG02217
K11137	OCG02218
K03130	OCG02219
K01191	OCG02222
K17417	OCG02225
K22438	OCG02230
K04565	OCG02231
K13507	OCG02232
K07401	OCG02236
K12855	OCG02237
K06683	OCG02238
K06664	OCG02238
K02956	OCG02240
K11562	OCG02241
K03861	OCG02242
K07243	OCG02243
K00900	OCG02246
K12190	OCG02247
K16261	OCG02250
K10437	OCG02253
K12345	OCG02254
K18732	OCG02255
K12666	OCG02258
K08486	OCG02260
K08504	OCG02262
K14839	OCG02263
K13996	OCG02264
K09246	OCG02268
K05534	OCG02271
K05528	OCG02271
K06123	OCG02273
K16275	OCG02275
K01061	OCG02278
K12411	OCG02279
K03685	OCG02281
K02864	OCG02282
K20179	OCG02284
K18170	OCG02285
K21842	OCG02286
K19992	OCG02287
K14845	OCG02289
K14570	OCG02290
K19177	OCG02293
K10772	OCG02294
K06694	OCG02298
K08139	OCG02299
K22736	OCG02300
K17741	OCG02301
K14822	OCG02303
K08139	OCG02304
K11365	OCG02313
K07195	OCG02314
K10839	OCG02317
K01262	OCG02318
K17583	OCG02319
K19845	OCG02320
K15563	OCG02323
K01452	OCG02324
K22278	OCG02324
K15177	OCG02325
K03809	OCG02326
K03809	OCG02327
K03809	OCG02328
K02911	OCG02329
K00750	OCG02330
K17907	OCG02331
K14766	OCG02332
K09043	OCG02333
K14655	OCG02334
K03537	OCG02335
K15201	OCG02336
K00020	OCG02337
K03538	OCG02338
K09464	OCG02340
K13535	OCG02342
K08286	OCG02345
K09537	OCG02351
K06035	OCG02352
K14006	OCG02354
K04567	OCG02354
K19844	OCG02355
K03217	OCG02357
K22804	OCG02358
K01607	OCG02359
K17807	OCG02362
K19950	OCG02364
K11129	OCG02365
K17440	OCG02368
K10908	OCG02370
K03506	OCG02374
K17422	OCG02375
K17742	OCG02376
K06649	OCG02379
K20318	OCG02380
K05535	OCG02381
K08336	OCG02383
K01238	OCG02384
K15105	OCG02385
K01697	OCG02386
K01738	OCG02386
K11362	OCG02387
K12615	OCG02390
K18720	OCG02391
K14297	OCG02391
K03593	OCG02391
K20523	OCG02392
K16945	OCG02394
K17268	OCG02395
K08165	OCG02396
K08991	OCG02398
K14315	OCG02399
K20300	OCG02400
K15174	OCG02401
K03507	OCG02403
K11763	OCG02405
K11240	OCG02409
K01336	OCG02410
K08783	OCG02413
K18712	OCG02414
K15033	OCG02415
K11187	OCG02416
K12612	OCG02417
K13367	OCG02419
K14567	OCG02420
K00107	OCG02421
K03255	OCG02423
K10089	OCG02425
K08876	OCG02428
K02892	OCG02429
K17768	OCG02432
K00693	OCG02435
K12623	OCG02435
K03004	OCG02440
K07975	OCG02442
K23451	OCG02443
K09245	OCG02445
K05012	OCG02446
K23960	OCG02447
K01098	OCG02448
K05532	OCG02452
K15903	OCG02456
K07556	OCG02457
K17491	OCG02458
K08339	OCG02459
K09885	OCG02463
K03023	OCG02464
K12600	OCG02465
K18798	OCG02466
K08331	OCG02466
K11324	OCG02467
K22832	OCG02469
K22855	OCG02470
K21768	OCG02472
K10777	OCG02473
K14209	OCG02474
K14814	OCG02477
K23327	OCG02478
K15462	OCG02479
K14840	OCG02481
K18561	OCG02483
K14404	OCG02484
K20291	OCG02485
K01372	OCG02486
K01074	OCG02486
K14837	OCG02487
K19877	OCG02488
K18189	OCG02489
K13524	OCG02491
K14684	OCG02491
K00275	OCG02492
K11309	OCG02493
K11761	OCG02494
K22745	OCG02495
K20224	OCG02496
K00547	OCG02497
K11360	OCG02498
K03005	OCG02499
K11767	OCG02500
K20062	OCG02504
K02991	OCG02505
K09265	OCG02505
K12825	OCG02506
K01046	OCG02510
K08853	OCG02511
K24758	OCG02512
K15198	OCG02513
K08174	OCG02514
K17792	OCG02516
K11229	OCG02517
K02888	OCG02518
K15458	OCG02519
K05288	OCG02520
K11675	OCG02520
K02902	OCG02521
K12571	OCG02522
K14721	OCG02523
K10520	OCG02524
K15777	OCG02525
K14794	OCG02526
K11397	OCG02527
K20794	OCG02528
K18044	OCG02531
K20299	OCG02532
K10661	OCG02533
K03127	OCG02533
K00949	OCG02535
K05681	OCG02537
K11673	OCG02539
K17413	OCG02541
K11315	OCG02542
K19984	OCG02543
K11402	OCG02544
K15263	OCG02551
K18182	OCG02551
K19952	OCG02556
K17428	OCG02559
K17787	OCG02561
K15559	OCG02562
K02879	OCG02563
K23612	OCG02564
K02893	OCG02566
K22009	OCG02567
K16075	OCG02568
K18155	OCG02569
K03245	OCG02569
K20298	OCG02570
K19806	OCG02571
K11370	OCG02572
K17980	OCG02573
K17967	OCG02574
K06276	OCG02576
K14522	OCG02577
K12398	OCG02579
K10873	OCG02580
K20279	OCG02582
K21989	OCG02583
K11874	OCG02585
K18561	OCG02587
K13754	OCG02588
K09780	OCG02589
K09238	OCG02591
K17438	OCG02592
K09242	OCG02594
K11569	OCG02594
K19996	OCG02597
K06670	OCG02598
K06646	OCG02599
K11718	OCG02600
K10735	OCG02601
K14836	OCG02602
K20408	OCG02603
K12782	OCG02608
K19487	OCG02608
K23566	OCG02609
K01673	OCG02610
K22522	OCG02611
K22803	OCG02614
K01885	OCG02614
K15437	OCG02615
K03114	OCG02620
K07952	OCG02621
K14301	OCG02623
K00231	OCG02624
K18726	OCG02629
K10884	OCG02630
K17421	OCG02631
K02515	OCG02632
K20407	OCG02632
K14960	OCG02635
K14557	OCG02637
K22724	OCG02641
K03456	OCG02642
K15111	OCG02644
K11271	OCG02644
K11364	OCG02647
K14552	OCG02648
K09650	OCG02649
K02997	OCG02650
K09313	OCG02650
K01869	OCG02651
K11501	OCG02651
K12601	OCG02652
K15075	OCG02655
K01758	OCG02656
K07243	OCG02657
K12260	OCG02658
K13217	OCG02659
K10998	OCG02662
K02266	OCG02663
K05533	OCG02665
K19839	OCG02666
K17968	OCG02667
K20803	OCG02669
K15305	OCG02670
K01514	OCG02672
K14684	OCG02674
K02141	OCG02676
K11095	OCG02677
K15015	OCG02678
K20526	OCG02680
K09008	OCG02682
K06681	OCG02686
K20404	OCG02688
K08681	OCG02688
K01210	OCG02689
K06972	OCG02692
K15117	OCG02693
K24726	OCG02693
K21197	OCG02694
K14709	OCG02697
K01942	OCG02698
K01875	OCG02698
K23498	OCG02700
K23978	OCG02701
K10887	OCG02704
K19940	OCG02705
K00698	OCG02707
K09074	OCG02715
K16369	OCG02718
K17402	OCG02719
K18667	OCG02720
K11871	OCG02722
K14841	OCG02723
K14299	OCG02724
K20222	OCG02726
K15442	OCG02727
K10590	OCG02729
K10364	OCG02729
K09827	OCG02730
K20409	OCG02731
K03134	OCG02732
K11376	OCG02733
K12481	OCG02736
K01549	OCG02736
K17508	OCG02737
K14327	OCG02738
K17439	OCG02739
K07238	OCG02744
K08576	OCG02747
K17798	OCG02748
K06641	OCG02749
K01530	OCG02750
K06680	OCG02751
K22745	OCG02751
K05292	OCG02752
K12397	OCG02753
K02604	OCG02755
K03259	OCG02756
K20477	OCG02757
K09660	OCG02758
K03360	OCG02762
K04564	OCG02763
K17764	OCG02764
K00968	OCG02765
K08734	OCG02768
K21845	OCG02768
K08734	OCG02769
K22825	OCG02770
K01409	OCG02771
K19308	OCG02772
K00866	OCG02776
K24971	OCG02778
K20522	OCG02779
K00063	OCG02781
K14801	OCG02785
K02519	OCG02786
K02309	OCG02786
K02207	OCG02787
K17424	OCG02789
K19245	OCG02791
K18187	OCG02793
K20184	OCG02794
K20290	OCG02795
K10736	OCG02796
K14784	OCG02800
K03357	OCG02802
K14851	OCG02805
K20521	OCG02806
K03787	OCG02807
K24935	OCG02808
K08853	OCG02808
K13336	OCG02809
K24350	OCG02810
K03128	OCG02813
K20131	OCG02813
K04030	OCG02814
K09554	OCG02815
K08497	OCG02817
K02325	OCG02820
K08964	OCG02821
K14023	OCG02822
K02605	OCG02823
K18550	OCG02825
K17450	OCG02832
K10273	OCG02834
K02863	OCG02834
K19730	OCG02837
K01056	OCG02838
K20366	OCG02839
K19843	OCG02840
K11372	OCG02841
K14854	OCG02842
K03964	OCG02844
K03105	OCG02846
K03361	OCG02848
K17887	OCG02849
K14796	OCG02849
K14792	OCG02850
K10632	OCG02850
K25102	OCG02851
K03661	OCG02852
K01456	OCG02853
K15146	OCG02854
K14013	OCG02855
K18730	OCG02857
K11599	OCG02857
K17917	OCG02859
K17742	OCG02860
K17775	OCG02862
K20643	OCG02863
K14969	OCG02864
K00868	OCG02865
K00077	OCG02866
K14827	OCG02868
K02838	OCG02869
K20195	OCG02870
K08517	OCG02870
K03241	OCG02872
K14284	OCG02874
K09540	OCG02875
K14686	OCG02876
K06111	OCG02877
K09562	OCG02878
K20827	OCG02880
K00643	OCG02881
K12236	OCG02885
K17801	OCG02886
K05529	OCG02887
K08286	OCG02888
K11267	OCG02892
K11246	OCG02893
K10970	OCG02894
K05535	OCG02894
K18723	OCG02895
K05542	OCG02896
K06999	OCG02896
K01759	OCG02897
K19708	OCG02898
K02931	OCG02899
K14771	OCG02900
K24939	OCG02901
K12462	OCG02904
K08293	OCG02905
K18467	OCG02907
K12605	OCG02908
K11415	OCG02909
K11756	OCG02910
K14821	OCG02912
K13719	OCG02913
K06269	OCG02914
K14782	OCG02915
K02952	OCG02916
K01992	OCG02917
K02907	OCG02918
K18174	OCG02918
K03320	OCG02920
K23499	OCG02921
K10643	OCG02925
K14310	OCG02930
K01207	OCG02931
K15339	OCG02932
K17605	OCG02932
K05916	OCG02933
K00459	OCG02934
K17434	OCG02934
K15457	OCG02936
K05841	OCG02937
K00641	OCG02937
K22382	OCG02939
K08284	OCG02940
K10756	OCG02940
K15151	OCG02941
K00135	OCG02942
K11888	OCG02943
K22386	OCG02944
K02307	OCG02944
K14998	OCG02945
K01424	OCG02948
K00601	OCG02950
K00276	OCG02951
K11274	OCG02952
K03786	OCG02953
K11880	OCG02954
K10739	OCG02955
K11775	OCG02957
K00507	OCG02958
K09242	OCG02959
K24962	OCG02961
K19306	OCG02962
K00637	OCG02962
K02884	OCG02962
K13357	OCG02964
K03320	OCG02964
K13345	OCG02965
K08963	OCG02966
K14347	OCG02968
K11768	OCG02969
K11483	OCG02970
K21157	OCG02970
K07836	OCG02971
K20178	OCG02973
K00698	OCG02973
K24664	OCG02974
K03515	OCG02977
K03783	OCG02978
K09240	OCG02979
K22438	OCG02979
K22438	OCG02980
K11662	OCG02981
K12199	OCG02983
K06648	OCG02984
K03676	OCG02986
K11293	OCG02987
K10997	OCG02988
K15156	OCG02991
K15507	OCG02992
K17774	OCG02994
K22733	OCG02995
K17906	OCG02996
K16912	OCG02996
K03317	OCG02997
K15323	OCG02998
K14550	OCG02999
K23398	OCG03002
K10729	OCG03003
K14769	OCG03005
K19828	OCG03006
K18160	OCG03007
K00700	OCG03008
K11400	OCG03009
K14844	OCG03011
K17637	OCG03012
K17415	OCG03013
K11377	OCG03014
K14675	OCG03015
K15136	OCG03018
K13511	OCG03019
K12346	OCG03020
K22646	OCG03021
K17989	OCG03022
K14309	OCG03024
K20241	OCG03027
K06671	OCG03028
K11762	OCG03029
K02544	OCG03033
K11772	OCG03036
K03012	OCG03037
K10752	OCG03038
K20297	OCG03039
K19327	OCG03040
K06997	OCG03041
K17677	OCG03043
K02321	OCG03043
K18959	OCG03043
K01153	OCG03043
K01156	OCG03043
K17788	OCG03046
K03108	OCG03047
K14764	OCG03048
K20293	OCG03049
K15108	OCG03053
K17600	OCG03056
K12200	OCG03058
K00791	OCG03058
K12879	OCG03059
K17662	OCG03060
K16261	OCG03061
K07207	OCG03061
K05821	OCG03063
K10389	OCG03065
K06063	OCG03068
K24927	OCG03069
K18694	OCG03070
K02960	OCG03071
K20476	OCG03071
K03950	OCG03071
K20247	OCG03072
K03426	OCG03074
K15175	OCG03075
K08329	OCG03076
K01120	OCG03079
K17678	OCG03080
K00688	OCG03081
K17408	OCG03082
K12412	OCG03083
K12767	OCG03084
K15178	OCG03086
K10295	OCG03087
K20048	OCG03088
K15450	OCG03089
K18443	OCG03091
K17805	OCG03095
K07117	OCG03096
K16368	OCG03097
K11759	OCG03098
K11872	OCG03099
K23338	OCG03101
K20724	OCG03106
K07542	OCG03107
K01834	OCG03111
K03034	OCG03112
K23679	OCG03113
K06655	OCG03114
K15447	OCG03114
K23333	OCG03115
K20180	OCG03116
K11551	OCG03117
K22255	OCG03118
K09022	OCG03119
K17411	OCG03120
K10259	OCG03122
K03681	OCG03124
K03349	OCG03127
K03126	OCG03128
K21843	OCG03129
K15223	OCG03133
K12668	OCG03137
K13524	OCG03139
K11771	OCG03141
K05531	OCG03141
K14528	OCG03145
K05755	OCG03146
K12821	OCG03146
K20003	OCG03148
K11378	OCG03151
K09528	OCG03152
K12947	OCG03156
K05389	OCG03158
K12274	OCG03159
K22494	OCG03160
K20295	OCG03161
K02830	OCG03162
K09413	OCG03165
K15202	OCG03166
K09659	OCG03166
K20312	OCG03167
K14767	OCG03169
K02988	OCG03170
K03026	OCG03171
K10901	OCG03172
K11873	OCG03175
K07975	OCG03176
K11374	OCG03177
K14829	OCG03178
K15361	OCG03180
K17918	OCG03182
K15158	OCG03183
K13333	OCG03184
K16261	OCG03186
K17550	OCG03187
K09539	OCG03189
K24139	OCG03190
K23719	OCG03191
K12471	OCG03191
K18738	OCG03192
K22074	OCG03194
K15134	OCG03197
K15152	OCG03203
K00728	OCG03204
K11766	OCG03206
K17786	OCG03208
K03165	OCG03210
K17868	OCG03210
K21989	OCG03211
K02140	OCG03212
K02326	OCG03213
K21141	OCG03214
K15030	OCG03217
K15130	OCG03219
K15449	OCG03221
K01405	OCG03224
K01392	OCG03224
K08257	OCG03226
K18172	OCG03228
K15160	OCG03230
K10579	OCG03233
K17799	OCG03234
K16794	OCG03235
K02831	OCG03236
K03135	OCG03238
K00921	OCG03239
K05535	OCG03240
K21996	OCG03241
K17919	OCG03243
K08257	OCG03244
K12471	OCG03245
K23469	OCG03246
K15165	OCG03247
K23516	OCG03248
K04569	OCG03248
K03327	OCG03249
K12606	OCG03249
K20062	OCG03250
K08489	OCG03250
K00618	OCG03251
K22721	OCG03253
K15081	OCG03254
K15445	OCG03257
K06942	OCG03260
K19996	OCG03261
K17290	OCG03261
K17973	OCG03262
K10740	OCG03263
K03003	OCG03267
K03137	OCG03271
K14774	OCG03272
K15270	OCG03272
K18852	OCG03274
K00657	OCG03274
K15068	OCG03275
K14770	OCG03275
K14715	OCG03276
K14674	OCG03277
K07001	OCG03277
K13333	OCG03278
K00784	OCG03279
K11133	OCG03279
K23362	OCG03280
K23166	OCG03281
K20405	OCG03282
K14818	OCG03283
K23362	OCG03285
K00797	OCG03287
K00802	OCG03287
K12881	OCG03290
K09448	OCG03292
K15262	OCG03295
K00852	OCG03296
K15361	OCG03297
K02213	OCG03298
K02996	OCG03299
K07050	OCG03300
K23542	OCG03301
K18327	OCG03303
K20410	OCG03303
K06276	OCG03305
K02901	OCG03305
K11881	OCG03306
K07168	OCG03307
K11841	OCG03308
K22756	OCG03309
K11269	OCG03310
K19838	OCG03311
K02606	OCG03312
K14793	OCG03314
K03024	OCG03315
K22746	OCG03317
K20289	OCG03318
K08288	OCG03319
K15446	OCG03321
K01282	OCG03322
K15443	OCG03323
K08869	OCG03326
K00318	OCG03327
